,dataset_id,dataset_name,Source,CZI CellXGene,Human Cell Atlas DCP,CXG + HCA (BOTH),"matched at (src, dest)",sex,development_stage,organs,organ_cell_count,total_cell_count,disease,publication_name / collection_name,doi_title_same_as_dataset_title,doi_id,doi_url,doi_title
0,07854d9c-5375-4a9b-ac34-fa919d3c3686,Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.0),CZI CXG,1,0,0,,female | male,14-year-old human stage | 29-year-old human stage | 45-year-old human stage | 54-year-old human stage | 57-year-old human stage | 59-year-old human stage | 63-year-old human stage | 66-year-old human stage | 69-year-old human stage | 76-year-old human stage | eighth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,cortex of kidney | renal medulla | renal papilla,N/A,172847,acute kidney failure | chronic kidney disease | normal,An atlas of healthy and injured cell states and niches in the human kidney,False,10.17504/protocols.io.nahdab6,http://dx.doi.org/10.17504/protocols.io.nahdab6,Nuclei isolation from human kidney for single-nucleus RNA-seq v1
1,0b75c598-0893-4216-afe8-5414cab7739d,Integrated Single-nucleus and Single-cell RNA-seq of the Adult Human Kidney,CZI CXG,1,0,0,,female | male,14-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 35-year-old human stage | 36-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 43-year-old human stage | 45-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 63-year-old human stage | 64-year-old human stage | 66-year-old human stage | 69-year-old human stage | 70-year-old human stage | 76-year-old human stage | eighth decade human stage | fifth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,cortex of kidney | kidney | renal medulla | renal papilla,N/A,304652,acute kidney failure | chronic kidney disease | normal,An atlas of healthy and injured cell states and niches in the human kidney,False,10.17504/protocols.io.nahdab6,http://dx.doi.org/10.17504/protocols.io.nahdab6,Nuclei isolation from human kidney for single-nucleus RNA-seq v1
2,32b9bdce-2481-4c85-ba1b-6ad5fcea844c,Single-cell RNA-seq of the Adult Human Kidney (Version 1.0),CZI CXG,1,1,1,"(2, 252)",female | male,30-year-old human stage | 31-year-old human stage | 35-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 52-year-old human stage | 53-year-old human stage | 56-year-old human stage | 57-year-old human stage | 66-year-old human stage | eighth decade human stage | fifth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,kidney,N/A,107344,acute kidney failure | chronic kidney disease | normal,An atlas of healthy and injured cell states and niches in the human kidney,False,10.1007/s13238-020-00816-5,http://dx.doi.org/10.1007/s13238-020-00816-5,Single-cell RNA-Seq analysis identified kidney progenitor cells from human urine
3,ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3,"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",CZI CXG,1,0,0,,female | male,1-year-old human stage | 3-year-old human stage | 4-year-old human stage | 5-year-old human stage | 6-year-old human stage | 7-year-old human stage | 8-year-old human stage | 9-year-old human stage,blood,N/A,836148,COVID-19 | influenza | normal,A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,False,10.26226/morressier.5ebd45acffea6f735881af34,http://dx.doi.org/10.26226/morressier.5ebd45acffea6f735881af34,Putative cell type discovery from single-cell gene expression data
4,524e045e-e74c-4e00-9884-d5c3bef3d862,Healthy human liver: hepatic stellate cells,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,1374,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1002/hep.24511,http://dx.doi.org/10.1002/hep.24511,Human hepatic stellate cells are liver-resident antigen-presenting cells
5,0895c838-e550-48a3-a777-dbcd35d30272,Healthy human liver: B cells,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,146,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1016/j.jhep.2013.08.007,http://dx.doi.org/10.1016/j.jhep.2013.08.007,CD141+ myeloid dendritic cells are enriched in healthy human liver
6,bf176af2-4432-4391-9b35-e21bd86ca4f8,Healthy human liver: liver sinusoidal endothelial cells,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,6289,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1002/cphy.c140078,http://dx.doi.org/10.1002/cphy.c140078,Liver Sinusoidal Endothelial Cells
7,9f049476-2431-4645-a2d6-f6e85892b603,Healthy human liver: cholangiocytes,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,1861,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1038/nrgastro.2017.108,http://dx.doi.org/10.1038/nrgastro.2017.108,Cholangiocytes regenerate hepatocytes during severe liver injury
8,3b6ed41e-10a1-47dd-b995-8cde7d041fd6,Healthy human liver: macrophages,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,3977,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1007/s00424-017-1954-6,http://dx.doi.org/10.1007/s00424-017-1954-6,Liver macrophages in healthy and diseased liver
9,ddb22b3d-a75c-4dd1-9730-dff7fc8ca530,Healthy human liver: integrated,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,73295,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1016/j.jhep.2013.08.007,http://dx.doi.org/10.1016/j.jhep.2013.08.007,CD141+ myeloid dendritic cells are enriched in healthy human liver
