,dataset_id,dataset_name,genders,development_stage,ethnicity,cell_type,cell_type_ontology_id,organ/tissue,total_cell_count,doi_title_is_same_as_dataset_title,doi_id,doi_url,doi_dataset_title,is_primary_data,disease,collection_id,collection_name
0,07854d9c-5375-4a9b-ac34-fa919d3c3686,Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.0),female | male,14-year-old human stage | 29-year-old human stage | 45-year-old human stage | 54-year-old human stage | 57-year-old human stage | 59-year-old human stage | 63-year-old human stage | 66-year-old human stage | 69-year-old human stage | 76-year-old human stage | eighth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,African American | European | unknown,endothelial cell | epithelial cell of proximal tubule | glomerular visceral epithelial cell | kidney collecting duct intercalated cell | kidney collecting duct principal cell | kidney connecting tubule epithelial cell | kidney distal convoluted tubule epithelial cell | kidney interstitial fibroblast | kidney loop of Henle thick ascending limb epithelial cell | kidney loop of Henle thin ascending limb epithelial cell | kidney loop of Henle thin descending limb epithelial cell | leukocyte | neural cell | papillary tips cell | parietal epithelial cell | renal interstitial pericyte,CL:0000115 | CL:0002306 | CL:0000653 | CL:1001432 | CL:1001431 | CL:1000768 | CL:1000849 | CL:1000692 | CL:1001106 | CL:1001107 | CL:1001111 | CL:0000738 | CL:0002319 | CL:1000597 | CL:1000452 | CL:1001318,cortex of kidney | renal medulla | renal papilla,172847,False,10.17504/protocols.io.nahdab6,http://dx.doi.org/10.17504/protocols.io.nahdab6,Nuclei isolation from human kidney for single-nucleus RNA-seq v1,PRIMARY,acute kidney failure | chronic kidney disease | normal,bcb61471-2a44-4d00-a0af-ff085512674c,An atlas of healthy and injured cell states and niches in the human kidney
1,0b75c598-0893-4216-afe8-5414cab7739d,Integrated Single-nucleus and Single-cell RNA-seq of the Adult Human Kidney,female | male,14-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 35-year-old human stage | 36-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 43-year-old human stage | 45-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 63-year-old human stage | 64-year-old human stage | 66-year-old human stage | 69-year-old human stage | 70-year-old human stage | 76-year-old human stage | eighth decade human stage | fifth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,African American | Asian | European | Hispanic or Latin American | unknown,endothelial cell | epithelial cell of proximal tubule | glomerular visceral epithelial cell | kidney collecting duct intercalated cell | kidney collecting duct principal cell | kidney connecting tubule epithelial cell | kidney distal convoluted tubule epithelial cell | kidney interstitial fibroblast | kidney loop of Henle thick ascending limb epithelial cell | kidney loop of Henle thin ascending limb epithelial cell | kidney loop of Henle thin descending limb epithelial cell | leukocyte | neural cell | papillary tips cell | parietal epithelial cell | renal interstitial pericyte,CL:0000115 | CL:0002306 | CL:0000653 | CL:1001432 | CL:1001431 | CL:1000768 | CL:1000849 | CL:1000692 | CL:1001106 | CL:1001107 | CL:1001111 | CL:0000738 | CL:0002319 | CL:1000597 | CL:1000452 | CL:1001318,cortex of kidney | kidney | renal medulla | renal papilla,304652,False,10.17504/protocols.io.nahdab6,http://dx.doi.org/10.17504/protocols.io.nahdab6,Nuclei isolation from human kidney for single-nucleus RNA-seq v1,BOTH,acute kidney failure | chronic kidney disease | normal,bcb61471-2a44-4d00-a0af-ff085512674c,An atlas of healthy and injured cell states and niches in the human kidney
2,32b9bdce-2481-4c85-ba1b-6ad5fcea844c,Single-cell RNA-seq of the Adult Human Kidney (Version 1.0),female | male,30-year-old human stage | 31-year-old human stage | 35-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 52-year-old human stage | 53-year-old human stage | 56-year-old human stage | 57-year-old human stage | 66-year-old human stage | eighth decade human stage | fifth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,African American | European | unknown,endothelial cell | epithelial cell of proximal tubule | glomerular visceral epithelial cell | kidney collecting duct intercalated cell | kidney collecting duct principal cell | kidney connecting tubule epithelial cell | kidney distal convoluted tubule epithelial cell | kidney interstitial cell | kidney loop of Henle thick ascending limb epithelial cell | kidney loop of Henle thin ascending limb epithelial cell | kidney loop of Henle thin descending limb epithelial cell | leukocyte | parietal epithelial cell,CL:0000115 | CL:0002306 | CL:0000653 | CL:1001432 | CL:1001431 | CL:1000768 | CL:1000849 | CL:1000500 | CL:1001106 | CL:1001107 | CL:1001111 | CL:0000738 | CL:1000452,kidney,107344,False,10.1007/s13238-020-00816-5,http://dx.doi.org/10.1007/s13238-020-00816-5,Single-cell RNA-Seq analysis identified kidney progenitor cells from human urine,PRIMARY,acute kidney failure | chronic kidney disease | normal,bcb61471-2a44-4d00-a0af-ff085512674c,An atlas of healthy and injured cell states and niches in the human kidney
3,ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3,"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",female | male,1-year-old human stage | 3-year-old human stage | 4-year-old human stage | 5-year-old human stage | 6-year-old human stage | 7-year-old human stage | 8-year-old human stage | 9-year-old human stage,unknown,"B cell | CD4-positive, alpha-beta T cell | CD8-positive, alpha-beta T cell | blood cell | classical monocyte | dendritic cell | double negative T regulatory cell | double-positive, alpha-beta thymocyte | enucleated reticulocyte | gamma-delta T cell | hematopoietic stem cell | mast cell | megakaryocyte-erythroid progenitor cell | mucosal invariant T cell | natural killer cell | non-classical monocyte | plasmablast",CL:0000236 | CL:0000624 | CL:0000625 | CL:0000081 | CL:0000860 | CL:0000451 | CL:0011024 | CL:0000809 | CL:0002422 | CL:0000798 | CL:0000037 | CL:0000097 | CL:0000050 | CL:0000940 | CL:0000623 | CL:0000875 | CL:0000980,blood,836148,False,10.26226/morressier.5ebd45acffea6f735881af34,http://dx.doi.org/10.26226/morressier.5ebd45acffea6f735881af34,Putative cell type discovery from single-cell gene expression data,PRIMARY,COVID-19 | influenza | normal,8f126edf-5405-4731-8374-b5ce11f53e82,A blood atlas of COVID-19 defines hallmarks of disease severity and specificity
4,524e045e-e74c-4e00-9884-d5c3bef3d862,Healthy human liver: hepatic stellate cells,female | male,human adult stage | mature stage,unknown,fibroblast | hepatic stellate cell | vascular associated smooth muscle cell,CL:0000057 | CL:0000632 | CL:0000359,caudate lobe of liver,1374,False,10.1002/hep.24511,http://dx.doi.org/10.1002/hep.24511,Human hepatic stellate cells are liver-resident antigen-presenting cells,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
5,0895c838-e550-48a3-a777-dbcd35d30272,Healthy human liver: B cells,female | male,human adult stage | mature stage,unknown,mature B cell | plasma cell,CL:0000785 | CL:0000786,caudate lobe of liver,146,False,10.1016/j.jhep.2013.08.007,http://dx.doi.org/10.1016/j.jhep.2013.08.007,CD141+ myeloid dendritic cells are enriched in healthy human liver,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
6,bf176af2-4432-4391-9b35-e21bd86ca4f8,Healthy human liver: liver sinusoidal endothelial cells,female | male,human adult stage | mature stage,unknown,blood vessel endothelial cell | endothelial cell of pericentral hepatic sinusoid | endothelial cell of periportal hepatic sinusoid,CL:0000071 | CL:0019022 | CL:0019021,caudate lobe of liver,6289,False,10.1002/cphy.c140078,http://dx.doi.org/10.1002/cphy.c140078,Liver Sinusoidal Endothelial Cells,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
7,9f049476-2431-4645-a2d6-f6e85892b603,Healthy human liver: cholangiocytes,female | male,human adult stage | mature stage,unknown,centrilobular region hepatocyte | cholangiocyte | progenitor cell,CL:0019029 | CL:1000488 | CL:0011026,caudate lobe of liver,1861,False,10.1038/nrgastro.2017.108,http://dx.doi.org/10.1038/nrgastro.2017.108,Cholangiocytes regenerate hepatocytes during severe liver injury,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
8,3b6ed41e-10a1-47dd-b995-8cde7d041fd6,Healthy human liver: macrophages,female | male,human adult stage | mature stage,unknown,Kupffer cell | inflammatory macrophage,CL:0000091 | CL:0000863,caudate lobe of liver,3977,False,10.1007/s00424-017-1954-6,http://dx.doi.org/10.1007/s00424-017-1954-6,Liver macrophages in healthy and diseased liver,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
9,ddb22b3d-a75c-4dd1-9730-dff7fc8ca530,Healthy human liver: integrated,female | male,human adult stage | mature stage,unknown,B cell | Kupffer cell | blood vessel endothelial cell | centrilobular region hepatocyte | cholangiocyte | endothelial cell of pericentral hepatic sinusoid | erythroid lineage cell | hepatic stellate cell | inflammatory macrophage | midzonal region hepatocyte | natural killer cell | periportal region hepatocyte,CL:0000236 | CL:0000091 | CL:0000071 | CL:0019029 | CL:1000488 | CL:0019022 | CL:0000764 | CL:0000632 | CL:0000863 | CL:0019028 | CL:0000623 | CL:0019026,caudate lobe of liver,73295,False,10.1016/j.jhep.2013.08.007,http://dx.doi.org/10.1016/j.jhep.2013.08.007,CD141+ myeloid dendritic cells are enriched in healthy human liver,PRIMARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
