,dataset_id,dataset_name,Source,CZI CellXGene,Human Cell Atlas DCP,CXG + HCA (BOTH),"matched at (src, dest)",sex,development_stage,organs,organ_cell_count,total_cell_count,disease,publication_name / collection_name,doi_title_same_as_dataset_title,doi_id,doi_url,doi_title
0,aad97cb5-f375-45ef-ae9d-178e7f5d5180,Retinal ganglion cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,11617,normal,Single-cell transcriptomic atlas for adult human retina,False,10.3389/fneur.2021.636330,http://dx.doi.org/10.3389/fneur.2021.636330,Intrinsically Photosensitive Retinal Ganglion Cells of the Human Retina
1,0129dbd9-a7d3-4f6b-96b9-1da155a93748,All major cell types in adult human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,244474,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1126/science.2449732,http://dx.doi.org/10.1126/science.2449732,Multipotent Precursors Can Give Rise to All Major Cell Types of the Frog Retina
2,8f10185b-e0b3-46a5-8706-7f1799225d79,Bipolar cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,53040,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1007/bf00216969,http://dx.doi.org/10.1007/bf00216969,Simulated bipolar cells in fovea of human retina
3,11ef37ee-2173-458e-aab8-7fe35da8e47b,Horizontal cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,7348,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/b978-0-12-809324-5.01402-4,http://dx.doi.org/10.1016/b978-0-12-809324-5.01402-4,Retina: Information Processing: Horizontal Cells☆
4,359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b,Amacrine cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,56507,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/0167-0115(83)90050-2,http://dx.doi.org/10.1016/0167-0115(83)90050-2,Neurotensin-immunoreactive amacrine cells in human retina
5,00e5dedd-b9b7-43be-8c28-b0e5c6414a62,Photoreceptor cells in human retina (rod cells downsampled),CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,21422,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/0014-5793(87)81144-4,http://dx.doi.org/10.1016/0014-5793(87)81144-4,Light-stimulated protein movement in rod photoreceptor cells of the rat retina
6,ed419b4e-db9b-40f1-8593-68fdf8dfb076,Non-neuronal cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,18011,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1159/000112659,http://dx.doi.org/10.1159/000112659,Purification and Cytochemical Identification of Neuronal and Non-Neuronal Cells in Chick Embryo Retina Cultures
7,53d208b0-2cfd-4366-9866-c3c6114081bc,Tabula Sapiens - All Cells,CZI CXG,1,0,0,,female | male,22-year-old human stage | 33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 42-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | bladder organ | blood | bone marrow | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,N/A,481120,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
8,5a11f879-d1ef-458a-910c-9b0bdfca5ebf,Tabula Sapiens - Endothelial,CZI CXG,1,0,0,,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | bladder organ | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,N/A,32701,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
9,97a17473-e2b1-4f31-a544-44a60773e2dd,Tabula Sapiens - Epithelial,CZI CXG,1,0,0,,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,bladder organ | eye | heart | kidney | large intestine | liver | lung | mammary gland | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | thymus | tongue | trachea | uterus | vasculature,N/A,102870,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
10,a68b64d8-aee3-4947-81b7-36b8fe5a44d2,Tabula Sapiens - Stromal,CZI CXG,1,0,0,,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | bladder organ | eye | heart | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | thymus | tongue | trachea | uterus | vasculature,N/A,81529,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
11,c5d88abe-f23a-45fa-a534-788985e93dad,Tabula Sapiens - Immune,CZI CXG,1,0,0,,female | male,22-year-old human stage | 33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 42-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | bladder organ | blood | bone marrow | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,N/A,264009,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
