,dataset_id,dataset_name,genders,development_stage,ethnicity,cell_type,cell_type_ontology_id,organ/tissue,total_cell_count,doi_title_is_same_as_dataset_title,doi_id,doi_url,doi_dataset_title,is_primary_data,disease,collection_id,collection_name
0,524e045e-e74c-4e00-9884-d5c3bef3d862,Healthy human liver: hepatic stellate cells,female | male,human adult stage | mature stage,unknown,fibroblast | hepatic stellate cell | vascular associated smooth muscle cell,CL:0000057 | CL:0000632 | CL:0000359,caudate lobe of liver,1374,False,10.1002/hep.24511,http://dx.doi.org/10.1002/hep.24511,Human hepatic stellate cells are liver-resident antigen-presenting cells,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
1,0895c838-e550-48a3-a777-dbcd35d30272,Healthy human liver: B cells,female | male,human adult stage | mature stage,unknown,mature B cell | plasma cell,CL:0000785 | CL:0000786,caudate lobe of liver,146,False,10.1016/j.jhep.2013.08.007,http://dx.doi.org/10.1016/j.jhep.2013.08.007,CD141+ myeloid dendritic cells are enriched in healthy human liver,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
2,bf176af2-4432-4391-9b35-e21bd86ca4f8,Healthy human liver: liver sinusoidal endothelial cells,female | male,human adult stage | mature stage,unknown,blood vessel endothelial cell | endothelial cell of pericentral hepatic sinusoid | endothelial cell of periportal hepatic sinusoid,CL:0000071 | CL:0019022 | CL:0019021,caudate lobe of liver,6289,False,10.1002/cphy.c140078,http://dx.doi.org/10.1002/cphy.c140078,Liver Sinusoidal Endothelial Cells,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
3,9f049476-2431-4645-a2d6-f6e85892b603,Healthy human liver: cholangiocytes,female | male,human adult stage | mature stage,unknown,centrilobular region hepatocyte | cholangiocyte | progenitor cell,CL:0019029 | CL:1000488 | CL:0011026,caudate lobe of liver,1861,False,10.1038/nrgastro.2017.108,http://dx.doi.org/10.1038/nrgastro.2017.108,Cholangiocytes regenerate hepatocytes during severe liver injury,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
4,3b6ed41e-10a1-47dd-b995-8cde7d041fd6,Healthy human liver: macrophages,female | male,human adult stage | mature stage,unknown,Kupffer cell | inflammatory macrophage,CL:0000091 | CL:0000863,caudate lobe of liver,3977,False,10.1007/s00424-017-1954-6,http://dx.doi.org/10.1007/s00424-017-1954-6,Liver macrophages in healthy and diseased liver,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
5,ddb22b3d-a75c-4dd1-9730-dff7fc8ca530,Healthy human liver: integrated,female | male,human adult stage | mature stage,unknown,B cell | Kupffer cell | blood vessel endothelial cell | centrilobular region hepatocyte | cholangiocyte | endothelial cell of pericentral hepatic sinusoid | erythroid lineage cell | hepatic stellate cell | inflammatory macrophage | midzonal region hepatocyte | natural killer cell | periportal region hepatocyte,CL:0000236 | CL:0000091 | CL:0000071 | CL:0019029 | CL:1000488 | CL:0019022 | CL:0000764 | CL:0000632 | CL:0000863 | CL:0019028 | CL:0000623 | CL:0019026,caudate lobe of liver,73295,False,10.1016/j.jhep.2013.08.007,http://dx.doi.org/10.1016/j.jhep.2013.08.007,CD141+ myeloid dendritic cells are enriched in healthy human liver,PRIMARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
6,8faa2c07-0080-4627-b1d7-e645a780d752,Healthy human liver: hepatocytes,female | male,human adult stage | mature stage,unknown,centrilobular region hepatocyte | hepatocyte | midzonal region hepatocyte | periportal region hepatocyte,CL:0019029 | CL:0000182 | CL:0019028 | CL:0019026,caudate lobe of liver,50259,False,10.1097/01.tp.0000140982.88704.41,http://dx.doi.org/10.1097/01.tp.0000140982.88704.41,Human Hepatocytes Isolation for Liver Cell Therapy: Whole Marginal Livers or Healthy Segments from Splitting?,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
7,a49d9109-1d0c-4b36-8139-19aa9a83428c,Healthy human liver: lymphocytes,female | male,human adult stage | mature stage,unknown,alpha-beta T cell | gamma-delta T cell | mature B cell | natural killer cell | plasma cell,CL:0000789 | CL:0000798 | CL:0000785 | CL:0000623 | CL:0000786,caudate lobe of liver,2346,False,10.1111/j.1440-1746.1995.tb01796.x,http://dx.doi.org/10.1111/j.1440-1746.1995.tb01796.x,Human liver-associated lymphocytes: An overview,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
8,c7775e88-49bf-4ba2-a03b-93f00447c958,Single-cell multi-omics analysis of the immune response in COVID-19,female | male,eighth decade human stage | fifth decade human stage | fourth decade human stage | ninth decade human stage | seventh decade human stage | sixth decade human stage | tenth decade human stage | third decade human stage,unknown,"B cell | CD14-low, CD16-positive monocyte | CD14-positive monocyte | CD16-negative, CD56-bright natural killer cell, human | CD16-positive, CD56-dim natural killer cell, human | CD34-positive, CD38-negative hematopoietic stem cell | CD4-positive, alpha-beta T cell | CD8-positive, alpha-beta T cell | ILC1, human | IgA plasma cell | IgG plasma cell | IgM plasma cell | T follicular helper cell | T-helper 1 cell | T-helper 17 cell | T-helper 2 cell | T-helper 22 cell | central memory CD4-positive, alpha-beta T cell | class switched memory B cell | dendritic cell | dendritic cell, human | effector CD8-positive, alpha-beta T cell | effector memory CD4-positive, alpha-beta T cell | effector memory CD8-positive, alpha-beta T cell | erythrocyte | erythroid progenitor cell, mammalian | gamma-delta T cell | group 2 innate lymphoid cell, human | hematopoietic precursor cell | immature B cell | malignant cell | mature NK T cell | megakaryocyte | monocyte | mucosal invariant T cell | myeloid dendritic cell | myeloid lineage restricted progenitor cell | naive B cell | naive thymus-derived CD4-positive, alpha-beta T cell | naive thymus-derived CD8-positive, alpha-beta T cell | natural killer cell | plasmablast | plasmacytoid dendritic cell | platelet | regulatory T cell | unswitched memory B cell",CL:0000236 | CL:0002396 | CL:0001054 | CL:0000938 | CL:0000939 | CL:0001024 | CL:0000624 | CL:0000625 | CL:0001077 | CL:0000987 | CL:0000985 | CL:0000986 | CL:0002038 | CL:0000545 | CL:0000899 | CL:0000546 | CL:0001042 | CL:0000904 | CL:0000972 | CL:0000451 | CL:0001056 | CL:0001050 | CL:0000905 | CL:0000913 | CL:0000232 | CL:0001066 | CL:0000798 | CL:0001081 | CL:0008001 | CL:0000816 | CL:0001064 | CL:0000814 | CL:0000556 | CL:0000576 | CL:0000940 | CL:0000782 | CL:0000839 | CL:0000788 | CL:0000895 | CL:0000900 | CL:0000623 | CL:0000980 | CL:0000784 | CL:0000233 | CL:0000815 | CL:0000970,blood,647366,True,10.1038/s41591-021-01329-2,http://dx.doi.org/10.1038/s41591-021-01329-2,Single-cell multi-omics analysis of the immune response in COVID-19,PRIMARY,COVID-19 | normal | respiratory system disease,ddfad306-714d-4cc0-9985-d9072820c530,Single-cell multi-omics analysis of the immune response in COVID-19
9,218acb0f-9f2f-4f76-b90b-15a4b7c7f629,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,female | male,20-year-old human stage | 21-year-old human stage | 22-year-old human stage | 23-year-old human stage | 24-year-old human stage | 25-year-old human stage | 26-year-old human stage | 27-year-old human stage | 28-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 33-year-old human stage | 34-year-old human stage | 35-year-old human stage | 36-year-old human stage | 37-year-old human stage | 38-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 43-year-old human stage | 44-year-old human stage | 45-year-old human stage | 46-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 50-year-old human stage | 51-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 55-year-old human stage | 56-year-old human stage | 57-year-old human stage | 58-year-old human stage | 59-year-old human stage | 60-year-old human stage | 61-year-old human stage | 62-year-old human stage | 63-year-old human stage | 64-year-old human stage | 65-year-old human stage | 66-year-old human stage | 68-year-old human stage | 69-year-old human stage | 70-year-old human stage | 71-year-old human stage | 73-year-old human stage | 74-year-old human stage | 75-year-old human stage | 83-year-old human stage,African American | Asian | European | Hispanic or Latin American,"B cell | CD4-positive, alpha-beta T cell | CD8-positive, alpha-beta T cell | classical monocyte | conventional dendritic cell | lymphocyte | natural killer cell | non-classical monocyte | plasmablast | plasmacytoid dendritic cell | progenitor cell",CL:0000236 | CL:0000624 | CL:0000625 | CL:0000860 | CL:0000990 | CL:0000542 | CL:0000623 | CL:0000875 | CL:0000980 | CL:0000784 | CL:0011026,blood,1263676,False,10.1002/9783527678679.dg11555,http://dx.doi.org/10.1002/9783527678679.dg11555,scRNA-Seq,PRIMARY,normal | systemic lupus erythematosus,436154da-bcf1-4130-9c8b-120ff9a888f2,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus
